en,pt
What is the kind of Pre-salt deposits?,Qual é o tipo de depósito do Pré-sal?
Which versions of the thermal compound differs and outperforms the liquid version currently existing in the Brazilian market?,Quais versões da pasta térmica diferem e superam a versão líquida existente atualmente no mercado brasileiro?
What is polymer flooding?,O que é inundação de polímero?
According to what the derived large-scale fields have large diurnal variations ?,De acordo com o que os campos derivados de grande escala têm grandes variações diurnas?
How stochastic sampling algorithm which generates fault network scenarios are useful?,Como o algoritmo de amostragem estocástico que gera cenários de rede de falha é útil?
What is the function of the Piezocone Penetration Test?,Qual é a função do Teste de Penetração Piezocone?
How deep is the hydrocarbon reserve in the pre-salt area?,Qual a profundidade em que se encontra a reserva de hidrocarbonetos na área do pré-sal?
What does the Synthetic seismogram demonstrate?,O que o sismograma sintético demonstra?
" How is it possible to compensate for fast downhole pressure transients, such as surge and swab induced by elevation?","Como é possível compensar transientes de pressão de fundo de poço rápidos, como sobretensão e swab induzidos por elevação?"
Why does this study suggest a reinvestigation of the Deep Sea Drilling Project if previous studies have already been carried out?,Por que esse estudo sugere uma reinvestigação do Projeto de Perfuração em Mar Profundo se estudos anteriores ja foram realizados?
What are the most relevant uncertainties that the initial development phase in Petrobras Business Plan's (2011-15) will have to cope with?,Quais são as incertezas mais relevantes que a fase inicial de desenvolvimento do Plano de Negócios da Petrobras (2011-15) terá que enfrentar?
What can provide refuge against ocean acidification effects?,O que pode fornecer refúgio contra os efeitos da acidificação do oceano?
" In addition to the image, what other aspects can be improved using this method?","Além da imagem, quais outros aspectos podem ser melhorados utilizando este método?"
How much energy does the Brazilian P-51 semi-submersible platform consume?,Quanta energia consome a plataforma semi-submersível brasileira P-51?
How many recoverable bbl of heavy oil were found on the northern part of Campos basin?,Quantos barris recuperáveis de petróleo pesado foram encontrados na seção norte da bacia de Campos?
"Considering that zinc sediment of isotopic compositions are reliable traces of anthropogenic sources, what can this result in?","Considerando que as composições isotópicas de zinco de sedimentos são rastreadores confiáveis ​​de fontes antropogênicas, no que isso pode resultar?"
What precautions should Brazil take with the Brazilian Pre-Salt?,Quais cuidados o Brasil deve ter com o Pré-sal?
" O qual foi o motivo, apontado pelo texto, que o viabilizou novas possibilidade

What was the reason, pointed out by the text, that made it possible for new possibilities for industrial policy in the form of local content requirements?","O qual foi o motivo, apontado pelo texto, que o viabilizou novas possibilidades para a política industrial na forma de requisitos de conteúdo local?"
What does the negligible porosity of the rock salt guarantees?,o que a porosidade insignificante das pedras de sal garante?
What design substituted the old VLCC?,Qual design substituiu o antigo VLCC?
Which other kind of species resides close to the Mithraculus forceps?,Que outro tipo de espécie habita perto dos Mithraculus forceps?
Why installing sensors to the casing annulus of the wells is a challenge?,Por que instalar sensores nos anéis de revestimento dos poços é um desafio?
"What action was considered as an aid so that it was possible to meet the power requirements and emission targets, in addition to the CAPEX and OPEX objectives?","Que ação foi considerada como um auxílio para que fosse possível atender os requisitos de potência e metas de emissões, além dos objetivos de CAPEX e OPEX?"
How many offshore support vessels were produced by the Petrobras marine fleet renewal support program?,Quantos navios de suporte foram construídos pelo programa da Petrobras de renovação da frota marinha?
What were the years of research data collection?,Quais foram os anos de coleta dos dados da pesquisa?
In which region of Brazil will the Sevan Stabilized Platform (SSP) Piranema be operated?,Em qual região do Brasil será operada a Sevan Stabilized Platform (SSP) Piranema?
" 
How do climatic oscillation show variations in precipitation and atmosphere humidity?",Como as oscilações climáticas mostram variações na precipitação e umidade da atmosfera?
What are some of the methods used for artificial lift?,Quais são alguns dos métodos utilizados para leventamento artificial?
What is Baía de todos os Santos?,O que é a Baía de Todos os Santos?
"Farfantepenaeus brasiliensis and F. paulensis are the most explored prawns on the southeastern coast of Brazil. Regarding its morphology in the regions of Sepetiba Bay and Guanabara Bay, what is the difference in size between the shrimp populations? ","Farfantepenaeus brasiliensis e F. paulensis são os camarões mais explorados da costa sudeste do Brasil. Em relação a sua morfologia nas regiões da Baía de Sepetiba e   Baía de Guanabara, qual a diferença de tamanho entre as populações de camarão?"
"How deep was the installation of the turret moored Floating Production, Storage and Offloading System in Campos Basin?  ","Qual foi a profundidade da instalação do Sistema Flutuante de Produção, Armazenamento e Descarregamento do turret atracado na Bacia de Campos?"
What are the challenges in assuring the main flow?,Quais são os desafios em garantir o fluxo principal?
How far offshore is the reservoir found by Petrobras on Campos basin containing an estimate of 0.6 billion bbl of heavy oil?,Quão longe da costa está o reservatório encontrado pela Petrobras na Bacia de Campos contendo estimadamente 0.6 bilhões de barris de petróleo pesado?
"What type of geological event related to the opening of the South Atlantic Ocean characterizes the Romualdo Formation, in the Araripe Basin?","Que tipo de evento geológico relacionado com a abertura do Oceano Atlântico Sul caracteriza a Formação Romualdo, na Bacia do Araripe?"
What are the extracting capabilities of the SSP30 FPSO offshore platform?,Quais são as capacidades de extração da plataforma offshore SSP30 FPSO?
Why does the statistical analysis of the soil data allow the evaluation of the characteristic values ​​of the geotechnical parameters?,Por que a análise estatística dos dados do solo permite a avaliação dos valores característicos dos parâmetros geotécnicos?
What species of catfishes lives in the Amazon Coastal Zone?,"Que espécies de peixe-gato vivem na Zona Costeira Amazônica?
"
